sofifa_id,player_url,short_name,age,weight_kg,nationality,club,overall,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,team_position,team_jersey_number,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning
248254,https://sofifa.com/player/248254/sebastian-soto/20/159586,S. Soto,18,78,United States,Hannover 96,60,ST,Right,1,3,2,Medium/Medium,RES,16.0,2020.0,,,66.0,60.0,45.0,57.0,22.0,56.0,,,,,,
250725,https://sofifa.com/player/250725/moussa-diarra/20/159586,M. Diarra,18,68,France,Toulouse Football Club,60,"LB, CB",Left,1,2,2,Medium/Medium,SUB,23.0,2022.0,,,63.0,31.0,44.0,58.0,60.0,51.0,,,,,,
251192,https://sofifa.com/player/251192/bridge-ndilu/20/159586,B. Ndilu,18,80,France,FC Nantes,60,ST,Right,1,3,2,Medium/Medium,RES,22.0,2024.0,,,60.0,61.0,47.0,57.0,20.0,56.0,,,,,,
251845,https://sofifa.com/player/251845/abu-francis/20/159586,A. Francis,18,72,Ghana,FC NordsjÃ¦lland,60,CM,Right,1,3,2,High/Medium,SUB,41.0,2023.0,,,75.0,48.0,57.0,65.0,44.0,62.0,,,,,,
252208,https://sofifa.com/player/252208/ridvan-yilmaz/20/159586,R. Yilmaz,18,67,Turkey,BeÅiktaÅ JK,60,LB,Left,1,3,2,Medium/Medium,RES,29.0,2023.0,,,67.0,45.0,50.0,61.0,57.0,55.0,,,,,,
226261,https://sofifa.com/player/226261/callum-ainley/20/159586,C. Ainley,21,64,England,Crewe Alexandra,60,"RM, CM",Right,1,2,3,Medium/Medium,SUB,11.0,2021.0,,,69.0,46.0,56.0,65.0,37.0,51.0,,,,,,
230162,https://sofifa.com/player/230162/iain-wilson/20/159586,I. Wilson,20,67,Scotland,Kilmarnock,60,"CDM, CM, CB",Right,1,3,2,Medium/High,SUB,20.0,2022.0,,,63.0,40.0,53.0,60.0,54.0,75.0,,,,,,
236550,https://sofifa.com/player/236550/mikael-ndjoli/20/159586,M. Ndjoli,20,64,England,Gillingham,60,ST,Right,1,4,2,High/Low,RM,10.0,2020.0,,,71.0,60.0,49.0,60.0,26.0,62.0,,,,,,
236664,https://sofifa.com/player/236664/leonel-rivas/20/159586,L. Rivas,19,67,Argentina,Club AtlÃ©tico Talleres,60,"CAM, RM",Right,1,3,3,High/Medium,SUB,30.0,2019.0,,,76.0,50.0,57.0,66.0,33.0,42.0,,,,,,
237613,https://sofifa.com/player/237613/marco-pompetti/20/159586,M. Pompetti,19,70,Italy,Sampdoria,60,CM,Right,1,4,2,Medium/Medium,RES,56.0,2020.0,,,55.0,37.0,62.0,60.0,41.0,48.0,,,,,,
238997,https://sofifa.com/player/238997/didier-desprez/20/159586,D. Desprez,20,83,France,Racing Club de Lens,60,GK,Right,1,3,1,Medium/Medium,SUB,1.0,2020.0,,,,,,,,,60.0,56.0,54.0,61.0,26.0,58.0
239609,https://sofifa.com/player/239609/ruofan-liu/20/159586,Liu Ruofan,20,75,China PR,Shanghai Greenland Shenhua FC,60,RM,Right,1,4,2,High/Medium,SUB,36.0,2019.0,,,73.0,52.0,54.0,61.0,23.0,59.0,,,,,,
240345,https://sofifa.com/player/240345/idris-kanu/20/159586,I. Kanu,19,75,England,Peterborough United,60,"ST, RM",Right,1,3,2,High/Low,SUB,27.0,2020.0,,,77.0,58.0,39.0,64.0,24.0,56.0,,,,,,
240778,https://sofifa.com/player/240778/gabriele-gori/20/159586,G. Gori,20,74,Italy,Fiorentina,60,ST,Left,1,3,2,Medium/Medium,RES,35.0,2020.0,,,51.0,63.0,47.0,56.0,25.0,49.0,,,,,,
240785,https://sofifa.com/player/240785/michele-cerofolini/20/159586,M. Cerofolini,20,80,Italy,Fiorentina,60,GK,Right,1,1,1,Medium/Medium,RES,38.0,2022.0,,,,,,,,,60.0,60.0,60.0,60.0,37.0,63.0
240808,https://sofifa.com/player/240808/fraser-murray/20/159586,F. Murray,20,68,Scotland,Hibernian,60,"LM, CAM, CM",Right,1,3,3,High/Medium,SUB,33.0,2023.0,,,71.0,51.0,57.0,60.0,34.0,48.0,,,,,,
242612,https://sofifa.com/player/242612/edward-chilufya/20/159586,E. Chilufya,19,68,Zambia,DjurgÃ¥rdens IF,60,"LW, RW",Right,1,3,2,High/Medium,SUB,18.0,2021.0,,,85.0,54.0,40.0,68.0,24.0,47.0,,,,,,
243233,https://sofifa.com/player/243233/dominik-wanner/20/159586,D. Wanner,20,71,Germany,Borussia Dortmund,60,"LM, LB, LW",Left,1,3,3,Medium/Medium,RES,45.0,2020.0,,,67.0,55.0,55.0,66.0,37.0,53.0,,,,,,
245000,https://sofifa.com/player/245000/naod-mekonnen/20/159586,N. Mekonnen,19,65,Germany,SC PreuÃen MÃ¼nster,60,"CDM, CB",Right,1,3,2,Medium/Medium,SUB,11.0,2021.0,,,65.0,41.0,55.0,59.0,57.0,60.0,,,,,,
245252,https://sofifa.com/player/245252/ahmet-gurleyen/20/159586,A. GÃ¼rleyen,20,90,Germany,1. FSV Mainz 05,60,CB,Right,1,3,2,Medium/Medium,SUB,31.0,2022.0,,,55.0,37.0,43.0,41.0,55.0,73.0,,,,,,
245376,https://sofifa.com/player/245376/mateusz-mlynski/20/159586,M. MÅyÅski,18,66,Poland,Arka Gdynia,60,"LM, CAM",Right,1,3,2,Medium/Medium,SUB,35.0,2021.0,,,77.0,50.0,55.0,60.0,40.0,57.0,,,,,,
245410,https://sofifa.com/player/245410/montassar-talbi/20/159586,M. Talbi,21,74,France,Ãaykur Rizespor,60,CB,Right,1,3,2,Medium/Medium,SUB,4.0,2021.0,,,56.0,30.0,37.0,42.0,61.0,56.0,,,,,,
245565,https://sofifa.com/player/245565/mouhamed-belkheir/20/159586,M. Belkheir,20,77,Algeria,Torino,60,"ST, LW",Left,1,3,2,Medium/Medium,RES,37.0,2022.0,,,73.0,57.0,51.0,61.0,29.0,60.0,,,,,,
245780,https://sofifa.com/player/245780/felix-schwarzholz/20/159586,F. Schwarzholz,19,75,Germany,FC Augsburg,60,CDM,Right,1,3,2,Medium/Medium,RES,33.0,2022.0,,,59.0,38.0,55.0,56.0,57.0,59.0,,,,,,
246237,https://sofifa.com/player/246237/ezequiel-bullaude/20/159586,E. Bullaude,18,73,Argentina,Godoy Cruz,60,"ST, RM",Right,1,3,2,Medium/Medium,SUB,33.0,2020.0,,,63.0,59.0,53.0,61.0,20.0,50.0,,,,,,
246677,https://sofifa.com/player/246677/romain-sans/20/159586,R. Sans,20,70,France,FC Sochaux-MontbÃ©liard,60,LB,Left,1,2,2,Medium/Medium,RES,19.0,2020.0,,,65.0,39.0,53.0,60.0,57.0,53.0,,,,,,
246680,https://sofifa.com/player/246680/sean-mackie/20/159586,S. Mackie,20,75,Scotland,Hibernian,60,"LB, LWB",Left,1,3,2,Medium/Medium,LB,43.0,2020.0,,,78.0,40.0,56.0,63.0,52.0,69.0,,,,,,
247101,https://sofifa.com/player/247101/boris-moltenis/20/159586,B. Moltenis,20,80,France,FC Sochaux-MontbÃ©liard,60,CB,Right,1,3,2,Medium/Medium,RES,23.0,2021.0,,,59.0,29.0,42.0,46.0,60.0,60.0,,,,,,
247737,https://sofifa.com/player/247737/juan-sanchez-de-leon/20/159586,J. SÃ¡nchez de LeÃ³n,19,70,Argentina,Racing Club,60,"CB, CDM",Right,1,3,2,Medium/Medium,RES,22.0,2022.0,,,62.0,33.0,43.0,49.0,59.0,60.0,,,,,,
247774,https://sofifa.com/player/247774/rodrigo-gonzalez/20/159586,R. GonzÃ¡lez,19,60,Argentina,Rosario Central,60,RB,Right,1,3,2,Medium/Medium,RES,36.0,2022.0,,,71.0,32.0,48.0,62.0,56.0,47.0,,,,,,
248201,https://sofifa.com/player/248201/martin-minchev/20/159586,M. Minchev,18,70,Bulgaria,Bulgaria,60,ST,Right,1,3,2,Medium/Medium,,,,SUB,22.0,62.0,57.0,53.0,56.0,43.0,54.0,,,,,,
251317,https://sofifa.com/player/251317/alexander-lungwitz/20/159586,A. Lungwitz,18,71,Germany,SpVgg Greuther FÃ¼rth,60,LB,Left,1,2,2,Medium/Medium,SUB,36.0,2022.0,,,65.0,38.0,48.0,55.0,60.0,61.0,,,,,,
251405,https://sofifa.com/player/251405/kevin-ehlers/20/159586,K. Ehlers,18,85,Germany,SG Dynamo Dresden,60,CB,Right,1,3,2,Medium/Medium,CB,39.0,2023.0,,,59.0,28.0,43.0,42.0,60.0,64.0,,,,,,
251540,https://sofifa.com/player/251540/patrick-luan-dos-santos/20/159586,Patrick,20,77,Brazil,FC Sion,60,ST,Right,1,4,2,High/Low,SUB,31.0,2023.0,,,66.0,62.0,48.0,62.0,18.0,54.0,,,,,,
251628,https://sofifa.com/player/251628/adnan-ugur/20/159586,A. Ugur,18,68,Belgium,Fortuna Sittard,60,"CM, LM",Left,1,3,3,Medium/Medium,LCM,22.0,2022.0,,,71.0,45.0,60.0,65.0,53.0,48.0,,,,,,
252236,https://sofifa.com/player/252236/soltmurad-bakaev/20/159586,S. Bakaev,19,68,Russia,Spartak Moscow,60,"RM, LM",Right,1,4,2,High/Medium,RES,5.0,2022.0,,,78.0,53.0,53.0,63.0,34.0,48.0,,,,,,
252255,https://sofifa.com/player/252255/pablo-barredo-calvo/20/159586,Barredo,19,75,Spain,SD Ponferradina,60,GK,Right,1,2,1,Medium/Medium,RES,26.0,2023.0,,,,,,,,,61.0,56.0,57.0,60.0,23.0,59.0
252325,https://sofifa.com/player/252325/ismael-gutierrez-montilla/20/159586,Ismael,18,67,Spain,Real Betis,60,CM,Right,1,3,2,Medium/Medium,RES,27.0,2021.0,,,66.0,54.0,58.0,62.0,56.0,53.0,,,,,,
252391,https://sofifa.com/player/252391/ruben-miguel-valente-fonseca/20/159586,RÃºben Fonseca,19,82,Portugal,CD Tondela,60,ST,Right,1,3,2,Medium/Low,SUB,29.0,2023.0,,,53.0,59.0,40.0,54.0,28.0,63.0,,,,,,
252467,https://sofifa.com/player/252467/vincenzo-pinto/20/159586,V. Pinto,18,75,Italy,Spezia,60,ST,Right,1,3,2,Medium/Medium,SUB,33.0,2022.0,,,64.0,57.0,36.0,59.0,19.0,60.0,,,,,,
223960,https://sofifa.com/player/223960/isaac-buckley-ricketts/20/159586,I. Buckley-Ricketts,21,68,England,Peterborough United,60,RM,Right,1,2,4,Medium/Medium,RES,35.0,2021.0,,,81.0,52.0,51.0,65.0,23.0,48.0,,,,,,
228642,https://sofifa.com/player/228642/james-tilley/20/159586,J. Tilley,21,69,England,Brighton & Hove Albion,60,"CAM, LM, CM",Left,1,3,3,Medium/Medium,RES,36.0,2020.0,,,68.0,55.0,57.0,65.0,22.0,49.0,,,,,,
232549,https://sofifa.com/player/232549/marcos-peano/20/159586,M. Peano,20,70,Argentina,UniÃ³n de Santa Fe,60,GK,Right,1,3,1,Medium/Medium,SUB,1.0,2021.0,,,,,,,,,65.0,56.0,57.0,62.0,27.0,57.0
233116,https://sofifa.com/player/233116/cihan-kahraman/20/159586,C. Kahraman,20,70,Turkey,1. FC Union Berlin,60,"CAM, CM",Right,1,2,2,Medium/Medium,RES,36.0,2020.0,,,65.0,56.0,55.0,62.0,48.0,51.0,,,,,,
233780,https://sofifa.com/player/233780/alexis-maldonado/20/159586,A. Maldonado,21,86,Argentina,Club AtlÃ©tico Banfield,60,CB,Right,1,3,2,Medium/Medium,SUB,25.0,2022.0,,,49.0,28.0,35.0,38.0,59.0,71.0,,,,,,
235247,https://sofifa.com/player/235247/sam-smith/20/159586,S. Smith,21,73,England,Cambridge United,60,ST,Left,1,3,2,Medium/Medium,SUB,20.0,2020.0,,,68.0,60.0,49.0,54.0,22.0,53.0,,,,,,
236589,https://sofifa.com/player/236589/sebastian-pasquali/20/159586,S. Pasquali,19,70,Australia,Western United FC,60,"CM, CDM",Right,1,3,3,Medium/Medium,SUB,21.0,2022.0,,,66.0,49.0,59.0,63.0,54.0,53.0,,,,,,
237081,https://sofifa.com/player/237081/vasilios-xenopoulos/20/159586,V. Xenopoulos,21,84,Greece,Panathinaikos FC,60,GK,Right,1,3,1,Medium/Medium,SUB,61.0,2021.0,,,,,,,,,65.0,57.0,50.0,63.0,29.0,57.0
237536,https://sofifa.com/player/237536/mustafa-inan/20/159586,M. Ä°nan,19,73,Turkey,Antalyaspor,60,CM,Right,1,3,2,Medium/Medium,RES,15.0,2024.0,,,63.0,47.0,56.0,61.0,54.0,63.0,,,,,,
237965,https://sofifa.com/player/237965/jong-gyu-yeun/20/159586,Yeun Jong Gyu,21,65,Korea Republic,FC Seoul,60,"RM, CM, RB",Right,1,3,2,High/High,RM,23.0,2022.0,,,74.0,38.0,55.0,58.0,56.0,59.0,,,,,,
238058,https://sofifa.com/player/238058/callum-ohare/20/159586,C. O'Hare,21,65,England,Aston Villa,60,"CM, CAM, ST",Right,1,3,3,High/Medium,RES,41.0,2020.0,,,72.0,55.0,56.0,64.0,45.0,50.0,,,,,,
238132,https://sofifa.com/player/238132/nicklas-rojkjaer/20/159586,N. RÃ¸jkjÃ¦r,20,68,Denmark,Esbjerg fB,60,LW,Right,1,3,2,High/Medium,SUB,18.0,2023.0,,,70.0,57.0,56.0,62.0,24.0,55.0,,,,,,
238177,https://sofifa.com/player/238177/anthony-hartigan/20/159586,A. Hartigan,19,68,England,AFC Wimbledon,60,CM,Right,1,3,2,Medium/Medium,CM,8.0,2020.0,,,66.0,53.0,59.0,60.0,53.0,61.0,,,,,,
238409,https://sofifa.com/player/238409/marlon-fossey/20/159586,M. Fossey,20,76,United States,Fulham,60,RB,Right,1,3,2,High/High,RES,28.0,2020.0,,,77.0,39.0,48.0,63.0,54.0,58.0,,,,,,
239355,https://sofifa.com/player/239355/reda-boultam/20/159586,R. Boultam,21,77,Netherlands,US Cremonese,60,"RM, CM",Right,1,3,2,Medium/Medium,SUB,34.0,2021.0,,,63.0,46.0,58.0,63.0,48.0,66.0,,,,,,
240429,https://sofifa.com/player/240429/rayan-souici/20/159586,R. Souici,21,75,France,Servette FC,60,CM,Right,1,3,2,Medium/Medium,SUB,28.0,2020.0,,,64.0,48.0,58.0,61.0,53.0,62.0,,,,,,
240599,https://sofifa.com/player/240599/callum-hendry/20/159586,C. Hendry,21,70,Scotland,St. Johnstone FC,60,ST,Right,1,4,3,High/Medium,SUB,22.0,2022.0,,,69.0,61.0,44.0,64.0,23.0,51.0,,,,,,
240800,https://sofifa.com/player/240800/franco-malagueno/20/159586,F. MalagueÃ±o,20,68,Argentina,Club AtlÃ©tico Talleres,60,"RB, RWB",Right,1,2,2,Medium/Medium,RES,28.0,2020.0,,,72.0,33.0,41.0,60.0,57.0,51.0,,,,,,
242223,https://sofifa.com/player/242223/abdullah-al-hamdan/20/159586,A. Al Hamdan,19,77,Saudi Arabia,Al Shabab,60,ST,Right,1,4,2,Medium/Medium,SUB,9.0,2020.0,,,68.0,58.0,41.0,57.0,19.0,62.0,,,,,,
242454,https://sofifa.com/player/242454/maurice-covic/20/159586,M. ÄoviÄ,21,65,Germany,Hertha BSC,60,"RM, LM",Right,1,4,3,Medium/Medium,RES,34.0,2020.0,,,70.0,44.0,55.0,70.0,35.0,33.0,,,,,,
242850,https://sofifa.com/player/242850/simon-asta/20/159586,S. Asta,18,75,Germany,FC Augsburg,60,RB,Right,1,3,3,Medium/Medium,RES,26.0,2020.0,,,67.0,31.0,46.0,61.0,60.0,58.0,,,,,,
242971,https://sofifa.com/player/242971/carlos-alonso-palacios/20/159586,C. Palacios,18,67,Chile,UniÃ³n EspaÃ±ola,60,"CAM, ST",Right,1,3,2,High/Medium,SUB,25.0,2020.0,,,72.0,54.0,53.0,61.0,28.0,54.0,,,,,,
243397,https://sofifa.com/player/243397/daniel-rebollo-franco/20/159586,Daniel Rebollo,19,78,Spain,Real Betis,60,GK,Right,1,3,1,Medium/Medium,RES,31.0,2020.0,,,,,,,,,59.0,62.0,65.0,58.0,27.0,57.0
243477,https://sofifa.com/player/243477/tomas-badaloni/20/159586,T. Badaloni,19,81,Argentina,Godoy Cruz,60,ST,Right,1,3,2,High/Medium,SUB,29.0,2021.0,,,57.0,60.0,47.0,57.0,25.0,57.0,,,,,,
243720,https://sofifa.com/player/243720/pawel-sokol/20/159586,P. SokÃ³Å,19,84,Poland,Korona Kielce,60,GK,Right,1,3,1,Medium/Medium,GK,1.0,2021.0,,,,,,,,,61.0,64.0,58.0,62.0,24.0,61.0
245338,https://sofifa.com/player/245338/thomas-van-den-belt/20/159586,T. van den Belt,18,67,Netherlands,PEC Zwolle,60,CM,Right,1,3,3,Medium/Medium,SUB,49.0,2021.0,,,60.0,44.0,60.0,60.0,56.0,40.0,,,,,,
245404,https://sofifa.com/player/245404/scott-tiffoney/20/159586,S. Tiffoney,20,68,Scotland,Livingston FC,60,"RW, LW",Right,1,3,2,High/Medium,SUB,22.0,2020.0,,,77.0,56.0,53.0,63.0,28.0,43.0,,,,,,
246663,https://sofifa.com/player/246663/benjamin-hadzic/20/159586,B. HadÅ¾iÄ,20,80,Bosnia Herzegovina,Hannover 96,60,ST,Right,1,3,2,Medium/Medium,RES,29.0,2022.0,,,46.0,61.0,47.0,55.0,27.0,63.0,,,,,,
246885,https://sofifa.com/player/246885/nicolas-capaldo/20/159586,N. Capaldo,21,73,Argentina,Boca Juniors,60,CM,Right,1,3,2,Medium/Medium,RES,14.0,2021.0,,,66.0,54.0,62.0,61.0,47.0,57.0,,,,,,
247160,https://sofifa.com/player/247160/jean-lucas-rivera/20/159586,J. Rivera,21,68,Colombia,AtlÃ©tico Nacional,60,"LM, RM",Right,1,2,2,Medium/Low,SUB,14.0,2022.0,,,77.0,54.0,51.0,63.0,18.0,54.0,,,,,,
247316,https://sofifa.com/player/247316/ishmael-baidoo/20/159586,I. Baidoo,20,65,Ghana,GÃ³rnik Zabrze,60,RM,Left,1,3,3,Medium/Medium,SUB,11.0,2022.0,,,80.0,54.0,50.0,65.0,25.0,54.0,,,,,,
250775,https://sofifa.com/player/250775/haoran-li/20/159586,Li Haoran,19,64,China PR,Royal Antwerp FC,60,LM,Left,1,3,3,Medium/Medium,RES,51.0,2020.0,,,71.0,49.0,55.0,69.0,46.0,47.0,,,,,,
250941,https://sofifa.com/player/250941/derrick-kohn/20/159586,D. KÃ¶hn,20,73,Germany,Bayern MÃ¼nchen II,60,"LB, CDM, LM",Left,1,3,2,Medium/Medium,SUB,27.0,2020.0,,,79.0,31.0,43.0,60.0,54.0,63.0,,,,,,
252175,https://sofifa.com/player/252175/aldo-maiz/20/159586,A. Maiz,18,66,Paraguay,Defensa y Justicia,60,CM,Right,1,3,2,Medium/Medium,RES,25.0,2020.0,,,68.0,48.0,60.0,63.0,57.0,53.0,,,,,,
252797,https://sofifa.com/player/252797/mahsun-capkan/20/159586,M. Ãapkan,19,68,Turkey,Ãaykur Rizespor,60,LM,Right,1,2,2,Medium/Medium,SUB,26.0,2024.0,,,66.0,50.0,56.0,68.0,34.0,45.0,,,,,,
227682,https://sofifa.com/player/227682/george-lapslie/20/159586,G. Lapslie,21,66,England,Charlton Athletic,60,CM,Right,1,3,2,Medium/Medium,SUB,32.0,2021.0,,,65.0,43.0,55.0,62.0,55.0,40.0,,,,,,
227974,https://sofifa.com/player/227974/kundai-benyu/20/159586,K. Benyu,21,63,Zimbabwe,Helsingborgs IF,60,"CM, LM",Right,1,3,3,Medium/Medium,SUB,26.0,2020.0,,,70.0,54.0,61.0,65.0,52.0,61.0,,,,,,
230807,https://sofifa.com/player/230807/hayden-coulson/20/159586,H. Coulson,21,70,England,Middlesbrough,60,LB,Left,1,3,3,High/Medium,SUB,33.0,2020.0,,,74.0,38.0,52.0,62.0,54.0,57.0,,,,,,
232110,https://sofifa.com/player/232110/thomas-glover/20/159586,T. Glover,21,85,Australia,Melbourne City FC,60,GK,Right,1,2,1,Medium/Medium,SUB,1.0,2021.0,,,,,,,,,62.0,58.0,60.0,62.0,24.0,54.0
232275,https://sofifa.com/player/232275/francesco-puntoriere/20/159586,F. Puntoriere,21,70,Italy,Virtus Entella,60,ST,Left,1,3,2,High/Medium,RES,35.0,2022.0,,,73.0,56.0,43.0,63.0,24.0,49.0,,,,,,
233734,https://sofifa.com/player/233734/manuel-di-paola/20/159586,M. Di Paola,21,72,Italy,Virtus Entella,60,CM,Right,1,3,2,Medium/Medium,RES,21.0,2020.0,,,60.0,47.0,56.0,59.0,53.0,51.0,,,,,,
233793,https://sofifa.com/player/233793/aaron-lewis/20/159586,A. Lewis,21,85,Wales,Lincoln City,60,"RB, LB",Right,1,3,2,Medium/Medium,SUB,22.0,2022.0,,,68.0,38.0,41.0,56.0,60.0,69.0,,,,,,
233865,https://sofifa.com/player/233865/ronan-hale/20/159586,R. Hale,20,70,Republic of Ireland,St. Patrick's Athletic,60,"RM, RW, ST",Right,1,3,2,Medium/Medium,SUB,25.0,2020.0,,,73.0,59.0,54.0,60.0,26.0,62.0,,,,,,
234369,https://sofifa.com/player/234369/marcus-molvadgaard/20/159586,M. MÃ¸lvadgaard,19,82,Denmark,Randers FC,60,ST,Right,1,3,3,Medium/Medium,SUB,70.0,2020.0,,,76.0,57.0,46.0,60.0,24.0,61.0,,,,,,
236787,https://sofifa.com/player/236787/dominik-franke/20/159586,D. Franke,20,76,Germany,SV Wehen Wiesbaden,60,"CB, LB",Left,1,3,2,Medium/Medium,SUB,2.0,2020.0,,,66.0,33.0,52.0,63.0,59.0,59.0,,,,,,
237254,https://sofifa.com/player/237254/kevin-denkey/20/159586,K. Denkey,18,81,Togo,NÃ®mes Olympique,60,"ST, RM",Right,1,2,2,Medium/Medium,SUB,27.0,2021.0,,,68.0,59.0,42.0,60.0,23.0,61.0,,,,,,
239226,https://sofifa.com/player/239226/juan-torres/20/159586,J. Torres,19,71,United States,New York City FC,60,CDM,Right,1,3,2,Medium/High,SUB,14.0,2022.0,,,62.0,38.0,57.0,59.0,60.0,53.0,,,,,,
241022,https://sofifa.com/player/241022/juan-ignacio-diaz/20/159586,J. DÃ­az,21,70,Argentina,Estudiantes de La Plata,60,"LB, CB",Right,1,3,2,Medium/Medium,SUB,26.0,2022.0,,,66.0,41.0,45.0,50.0,61.0,60.0,,,,,,
241963,https://sofifa.com/player/241963/hamed-al-ghamdi/20/159586,H. Al Ghamdi,20,59,Saudi Arabia,Ettifaq FC,60,"CM, CAM, CDM",Right,1,4,2,Medium/Medium,SUB,6.0,2023.0,,,71.0,57.0,58.0,67.0,51.0,40.0,,,,,,
242358,https://sofifa.com/player/242358/rijad-sadiku/20/159586,R. Sadiku,19,82,Bosnia Herzegovina,Royal Excel Mouscron,60,"CB, CDM",Right,1,3,2,Medium/Medium,SUB,5.0,2022.0,,,57.0,27.0,46.0,51.0,57.0,62.0,,,,,,
242800,https://sofifa.com/player/242800/george-tanner/20/159586,G. Tanner,19,71,England,Morecambe,60,"RB, LB",Right,1,2,2,Medium/Medium,SUB,27.0,2020.0,,,74.0,41.0,49.0,57.0,57.0,57.0,,,,,,
243305,https://sofifa.com/player/243305/wan-kuzain/20/159586,W. Kuzain,20,73,United States,Sporting Kansas City,60,"CDM, CM",Left,1,3,2,Medium/High,RES,23.0,2020.0,,,61.0,53.0,58.0,63.0,57.0,59.0,,,,,,
244066,https://sofifa.com/player/244066/constantin-frommann/20/159586,C. Frommann,21,78,Germany,SG Sonnenhof GroÃaspach,60,GK,Right,1,3,1,Medium/Medium,SUB,29.0,2020.0,,,,,,,,,62.0,59.0,64.0,62.0,37.0,55.0
244076,https://sofifa.com/player/244076/yari-otto/20/159586,Y. Otto,20,71,Germany,Eintracht Braunschweig,60,"CAM, ST",Right,1,3,2,Medium/Medium,SUB,17.0,2021.0,,,70.0,57.0,47.0,64.0,30.0,54.0,,,,,,
244490,https://sofifa.com/player/244490/jozo-stanic/20/159586,J. StaniÄ,20,80,Croatia,FC Augsburg,60,CB,Right,1,3,2,Medium/Medium,RES,15.0,2022.0,,,53.0,23.0,36.0,42.0,61.0,61.0,,,,,,
245336,https://sofifa.com/player/245336/max-kilman/20/159586,M. Kilman,22,80,England,Wolverhampton Wanderers,60,"CB, LB, CM",Left,1,4,2,Medium/Medium,SUB,49.0,2020.0,,,64.0,41.0,52.0,60.0,56.0,69.0,,,,,,
245742,https://sofifa.com/player/245742/maarten-rieder/20/159586,M. Rieder,19,71,Netherlands,ADO Den Haag,60,CM,Right,1,3,2,Medium/Medium,SUB,21.0,2021.0,,,67.0,52.0,57.0,63.0,42.0,55.0,,,,,,
245856,https://sofifa.com/player/245856/malik-batmaz/20/159586,M. Batmaz,19,77,Turkey,Karlsruher SC,60,ST,Right,1,3,2,Medium/Medium,SUB,31.0,2021.0,,,66.0,61.0,35.0,63.0,23.0,49.0,,,,,,
246254,https://sofifa.com/player/246254/alexey-mironov/20/159586,A. Mironov,19,70,Russia,Lokomotiv Moscow,60,"CM, CDM",Right,1,3,2,Medium/Medium,RES,83.0,2022.0,,,61.0,40.0,61.0,57.0,59.0,54.0,,,,,,
247542,https://sofifa.com/player/247542/mathieu-de-smet/20/159586,M. De Smet,19,67,Belgium,SV Zulte-Waregem,60,"LM, ST",Left,1,3,2,Medium/Medium,RES,29.0,2021.0,,,63.0,50.0,59.0,64.0,32.0,47.0,,,,,,
248205,https://sofifa.com/player/248205/konstantin-maradishvili/20/159586,K. Maradishvili,19,70,Russia,PFC CSKA Moscow,60,"CDM, CM",Right,1,4,2,Medium/High,SUB,87.0,2020.0,,,66.0,51.0,54.0,57.0,60.0,54.0,,,,,,
250851,https://sofifa.com/player/250851/frederik-alves/20/159586,F. Alves,19,78,Denmark,Silkeborg IF,60,CB,Right,1,2,2,Medium/Medium,LCB,32.0,2024.0,,,55.0,27.0,39.0,41.0,60.0,64.0,,,,,,
251226,https://sofifa.com/player/251226/yassin-ibrahim/20/159586,Y. Ibrahim,19,74,Germany,FC WÃ¼rzburger Kickers,60,"LM, RM",Right,1,3,3,Medium/Medium,SUB,19.0,2020.0,,,73.0,50.0,53.0,65.0,32.0,59.0,,,,,,
251335,https://sofifa.com/player/251335/woyo-coulibaly/20/159586,W. Coulibaly,20,83,France,Le Havre AC,60,"RB, LB",Right,1,3,2,Medium/Medium,SUB,26.0,2022.0,,,71.0,35.0,49.0,55.0,57.0,67.0,,,,,,
251872,https://sofifa.com/player/251872/robert-neciu/20/159586,R. Neciu,20,70,Romania,Chindia TÃ¢rgoviÅte,60,LB,Left,1,2,2,Medium/Medium,LB,99.0,2020.0,,,75.0,37.0,50.0,57.0,57.0,58.0,,,,,,
252263,https://sofifa.com/player/252263/niklas-kolle/20/159586,N. KÃ¶lle,19,77,Germany,1. FSV Mainz 05,60,LB,Left,1,3,2,High/Medium,RES,32.0,2020.0,,,64.0,36.0,50.0,60.0,58.0,56.0,,,,,,
252785,https://sofifa.com/player/252785/agustin-alvarez/20/159586,A. Ãlvarez,19,65,Argentina,Godoy Cruz,60,RB,Right,1,3,2,Medium/Medium,RB,31.0,2023.0,,,68.0,36.0,52.0,60.0,56.0,51.0,,,,,,
215425,https://sofifa.com/player/215425/filip-sachpekidis/20/159586,F. Sachpekidis,21,76,Sweden,Kalmar FF,60,"LM, RM",Right,1,2,3,Medium/Medium,SUB,10.0,2020.0,,,69.0,50.0,56.0,66.0,37.0,56.0,,,,,,
227815,https://sofifa.com/player/227815/victor-arboleda/20/159586,V. Arboleda,22,65,Colombia,Alianza Petrolera,60,"RW, CF",Right,1,3,2,High/Low,RES,24.0,2024.0,,,74.0,56.0,51.0,64.0,21.0,44.0,,,,,,
231914,https://sofifa.com/player/231914/daniel-margush/20/159586,D. Margush,21,80,Australia,Adelaide United,60,GK,Right,1,2,1,Medium/Medium,SUB,1.0,2020.0,,,,,,,,,57.0,61.0,57.0,61.0,30.0,60.0
