überlebt,klasse,geschlecht,alter,geschwister_ehepartner,eltern_kinder,fahrpreis,eingestiegen,klassenbezeichnung,rolle,erwachsener_mann,deck,hafen,lebendig,allein
0,1,männlich,31.0,0,0,50.4958,Southampton,Erste,Mann,True,A,Southampton,nein,True
0,3,männlich,,0,0,9.5,Southampton,Dritte,Mann,True,,Southampton,nein,True
1,3,männlich,4.0,1,1,11.1333,Southampton,Dritte,Kind,False,,Southampton,ja,False
0,3,männlich,26.0,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,nein,True
1,1,weiblich,47.0,1,1,52.5542,Southampton,Erste,Frau,False,D,Southampton,ja,False
0,1,männlich,33.0,0,0,5.0,Southampton,Erste,Mann,True,B,Southampton,nein,True
0,3,männlich,47.0,0,0,9.0,Southampton,Dritte,Mann,True,,Southampton,nein,True
1,2,weiblich,28.0,1,0,24.0,Cherbourg,Zweite,Frau,False,,Cherbourg,ja,False
1,3,weiblich,15.0,0,0,7.225,Cherbourg,Dritte,Kind,False,,Cherbourg,ja,True
0,3,männlich,20.0,0,0,9.8458,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,3,männlich,19.0,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,3,männlich,,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,nein,True
1,1,weiblich,56.0,0,1,83.1583,Cherbourg,Erste,Frau,False,C,Cherbourg,ja,False
1,2,weiblich,25.0,0,1,26.0,Southampton,Zweite,Frau,False,,Southampton,ja,False
0,3,männlich,33.0,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,3,weiblich,22.0,0,0,10.5167,Southampton,Dritte,Frau,False,,Southampton,nein,True
0,2,männlich,28.0,0,0,10.5,Southampton,Zweite,Mann,True,,Southampton,nein,True
0,3,männlich,25.0,0,0,7.05,Southampton,Dritte,Mann,True,,Southampton,nein,True
0,3,weiblich,39.0,0,5,29.125,Queenstown,Dritte,Frau,False,,Queenstown,nein,False
0,2,männlich,27.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,nein,True
1,1,weiblich,19.0,0,0,30.0,Southampton,Erste,Frau,False,B,Southampton,ja,True
0,3,weiblich,,1,2,23.45,Southampton,Dritte,Frau,False,,Southampton,nein,False
1,1,männlich,26.0,0,0,30.0,Cherbourg,Erste,Mann,True,C,Cherbourg,ja,True
0,3,männlich,32.0,0,0,7.75,Queenstown,Dritte,Mann,True,,Queenstown,nein,True
